epoch_idx	precision@5	recall@5	ndcg@5	precision@10	recall@10	ndcg@10	precision@15	recall@15	ndcg@15	precision@20	recall@20	ndcg@20	precision@25	recall@25	ndcg@25
10.0	0.06443364173173904	0.15497002005577087	0.12062805580946646	0.052981238812208176	0.25108975172042847	0.15598779081907732	0.046995602548122406	0.33127498626708984	0.18160699968387617	0.04229326546192169	0.3943764567375183	0.19980929032049988	0.03819318860769272	0.4440300166606903	0.21304006674829754
20.0	0.055232804268598557	0.13044501841068268	0.1052527846559782	0.04629603400826454	0.216957688331604	0.13684627185721926	0.04165855795145035	0.29036521911621094	0.16027216009051515	0.037658099085092545	0.3508783280849457	0.17743667896974546	0.0339791513979435	0.39380159974098206	0.18894963470261186
30.0	0.04914524033665657	0.11568035930395126	0.0925075618302743	0.04205698519945145	0.19699746370315552	0.12204958894627352	0.03731295093894005	0.2592720091342926	0.14197755856833882	0.03366227075457573	0.31313416361808777	0.1572086839088466	0.03101598098874092	0.360359787940979	0.1697201734304272
40.0	0.045059069991111755	0.10447283089160919	0.08299440110661864	0.03677554428577423	0.17126186192035675	0.10708689573236659	0.03293954208493233	0.231214240193367	0.1259270803447757	0.029937459155917168	0.2788938581943512	0.13956881775952376	0.027608059346675873	0.3204590082168579	0.15062215952583685
50.0	0.04180681332945824	0.09631679952144623	0.0771881418234416	0.034815847873687744	0.16130205988883972	0.1008115206543913	0.03091035597026348	0.2141520231962204	0.1176348521407463	0.02813759632408619	0.25907444953918457	0.1305063357203703	0.026040304452180862	0.298606812953949	0.14104341831001727
60.0	0.03908269852399826	0.08995074778795242	0.07161231757827147	0.03285614773631096	0.1518869549036026	0.09410419465861276	0.029390782117843628	0.20298513770103455	0.11042090272551248	0.0265948586165905	0.2440563589334488	0.12218897187052277	0.024833912029862404	0.2846630811691284	0.13296376555403888
70.0	0.034551773220300674	0.08024195581674576	0.06433094872947463	0.030660182237625122	0.142725870013237	0.08729384347310909	0.027871208265423775	0.19415314495563507	0.103596648475634	0.025107713416218758	0.23197869956493378	0.11445816831369775	0.023399580270051956	0.270150750875473	0.12455228585086842
80.0	0.031049339100718498	0.07303767651319504	0.05809719779255719	0.028172343969345093	0.13082988560199738	0.0795024866761505	0.02609219402074814	0.18075285851955414	0.0953953497558919	0.02410007081925869	0.22118224203586578	0.10703333792934033	0.022815842181444168	0.2627784013748169	0.1179702343054734
90.0	0.028380822390317917	0.06496300548315048	0.0519595165782837	0.026004169136285782	0.12153282761573792	0.07239572228775673	0.024452168494462967	0.16951845586299896	0.08779258496854056	0.023127172142267227	0.21417935192584991	0.10051362011971132	0.02202640473842621	0.25270307064056396	0.11085548317821509
100.0	0.027685895562171936	0.06266765296459198	0.05004381194869095	0.024239055812358856	0.1116098016500473	0.06762797402127668	0.02410007081925869	0.16846120357513428	0.0855192741775961	0.022772759199142456	0.21008406579494476	0.09755036599971625	0.021564973518252373	0.2490202784538269	0.10784889057225323
110.0	0.025072965770959854	0.05956299230456352	0.046681453316441884	0.02400278113782406	0.11153025925159454	0.0658552118950997	0.023053046315908432	0.1601976752281189	0.08134960787207507	0.02186240442097187	0.20177601277828217	0.09326740601015396	0.021181374788284302	0.24344244599342346	0.10437120636024344
