epoch_idx	precision@5	recall@5	ndcg@5	precision@10	recall@10	ndcg@10	precision@15	recall@15	ndcg@15	precision@20	recall@20	ndcg@20	precision@25	recall@25	ndcg@25
10.0	0.057039614766836166	0.1378430426120758	0.10381044611242102	0.04950660467147827	0.23620642721652985	0.14005250478037648	0.04449386149644852	0.31572258472442627	0.16535465119329001	0.039986103773117065	0.3771730065345764	0.1828798634619422	0.03624739125370979	0.4260373115539551	0.19587641095948835
20.0	0.06348853558301926	0.1524646282196045	0.1157923057800913	0.05706740915775299	0.27176138758659363	0.15978956421855403	0.05216585844755173	0.36977362632751465	0.19090330482745108	0.04761640354990959	0.4484221339225769	0.2133912827171059	0.04395274445414543	0.5176436901092529	0.2316022110399031
30.0	0.06599027663469315	0.15933381021022797	0.1205463768659052	0.059179987758398056	0.2801286578178406	0.1654458564597274	0.05412092059850693	0.38299670815467834	0.19806551629919134	0.04966643825173378	0.4681288003921509	0.22236191101246203	0.04564280062913895	0.5387200117111206	0.24088099062683718
40.0	0.06674079596996307	0.16012054681777954	0.1221732023490727	0.05998610705137253	0.28418219089508057	0.1681028397474391	0.05519574135541916	0.39191314578056335	0.20219687758900384	0.05031966418027878	0.4741973876953125	0.2257320811978765	0.04616538807749748	0.5443121194839478	0.24417213261255052
50.0	0.0678526759147644	0.16326971352100372	0.12394990735028608	0.06113968417048454	0.2899264693260193	0.17085269554368	0.05577947944402695	0.39417004585266113	0.20398704182181598	0.05066018924117088	0.47645190358161926	0.22745655390071495	0.046421125531196594	0.5467145442962646	0.24588404501249533
60.0	0.06871438771486282	0.16656562685966492	0.12592754391643096	0.06138985604047775	0.29134848713874817	0.17218773805132043	0.05594625696539879	0.39589881896972656	0.2054373593285651	0.05063238739967346	0.47734808921813965	0.2286091008089883	0.04620986431837082	0.5433052778244019	0.24607966305871717
70.0	0.06907574832439423	0.16648761928081512	0.1265939618308875	0.06154274195432663	0.2917618453502655	0.1730125605554687	0.05564049258828163	0.3945470154285431	0.20557522027626687	0.050305768847465515	0.4736849367618561	0.22821431407020612	0.045943014323711395	0.5405709743499756	0.24585422980869975
80.0	0.0691591426730156	0.16685675084590912	0.1276743826103199	0.06102849543094635	0.2887348532676697	0.17291318965895822	0.055269867181777954	0.3930107355117798	0.20580768053005855	0.049979157745838165	0.4702492654323578	0.22800187414147638	0.04544266685843468	0.5336345434188843	0.24477770965809129
90.0	0.06927032768726349	0.16638733446598053	0.1277946435659717	0.06073662266135216	0.28705137968063354	0.17249841916257716	0.054788049310445786	0.3890908658504486	0.20467566981705423	0.04948575794696808	0.46588101983070374	0.22667868310383787	0.04495899751782417	0.5277021527290344	0.24310044513239062
100.0	0.06888116896152496	0.16544800996780396	0.12690024356487284	0.06026407703757286	0.2850445508956909	0.17109713173062285	0.054241374135017395	0.3858489990234375	0.20274543536469838	0.04867963865399361	0.45859238505363464	0.22363560658017598	0.04448644816875458	0.5218085050582886	0.24046708214861978
110.0	0.06815844774246216	0.1638837456703186	0.12578760713012743	0.05919388681650162	0.2793954014778137	0.16861324509200043	0.0533333346247673	0.37828245759010315	0.19977035338399682	0.04804030805826187	0.4527992606163025	0.22107201114567973	0.04395274445414543	0.5163739919662476	0.2379458881097073
120.0	0.06721334159374237	0.1627691090106964	0.12468009610785083	0.058220990002155304	0.27383172512054443	0.16621424342260907	0.052480895072221756	0.3716702461242676	0.19697291668756442	0.04751216620206833	0.4476918876171112	0.21865971234010714	0.04348575323820114	0.510786235332489	0.2353711466629824
130.0	0.06662961095571518	0.1607973724603653	0.12308820491145368	0.05798471346497536	0.2726442813873291	0.16467873523719812	0.0517766959965229	0.365458607673645	0.19392070556181068	0.04694927856326103	0.44113874435424805	0.21550309697112946	0.042796388268470764	0.5007299184799194	0.23136463475801133
140.0	0.065462127327919	0.15718331933021545	0.12072791579779131	0.05683113634586334	0.2676059603691101	0.1617021051760065	0.05086866021156311	0.3583592474460602	0.19046848679120199	0.04632384330034256	0.434772253036499	0.21226592532167493	0.04227379709482193	0.49475157260894775	0.22818030697554043
150.0	0.06468380987644196	0.15581557154655457	0.11926422863427913	0.05619180202484131	0.26478955149650574	0.15965919384537475	0.050275661051273346	0.3540608584880829	0.18793731661740148	0.045747049152851105	0.42879346013069153	0.20929653410588048	0.041779011487960815	0.48772674798965454	0.22500498453521275
160.0	0.0631827712059021	0.15165533125400543	0.11649952315756927	0.055316194891929626	0.26089009642601013	0.15700906179526486	0.04966412112116814	0.34944143891334534	0.18510184577349248	0.04509381949901581	0.4239356815814972	0.206221700932929	0.04126754403114319	0.48235949873924255	0.22184121945574528
170.0	0.06265462189912796	0.14933860301971436	0.11510680188678353	0.05491313338279724	0.25796255469322205	0.1553713082247849	0.04910817742347717	0.34556394815444946	0.1830460784714699	0.04473245516419411	0.41938650608062744	0.20408247421554812	0.040689367800951004	0.4759443998336792	0.21908280724773738
180.0	0.06190410256385803	0.14795632660388947	0.11386733473491104	0.05380125716328621	0.2529788017272949	0.15278050007507948	0.04838545247912407	0.33958324790000916	0.18030459113851072	0.044211264699697495	0.41353839635849	0.2014058715846452	0.04034467786550522	0.4720359742641449	0.21682353635735518
