org_id remap_id
13739896 67
13739897 67
13739898 67
13739905 5
13739906 47
13740125 82
13747712 75
13756315 35
13757404 47
13757405 47
13757406 47
13757408 47
13757410 47
13757643 24
13757644 24
13757645 24
13757646 67
13757647 67
13757648 67
13757649 72
13757650 72
13757651 72
13757652 72
13757653 97
13757654 67
13757655 97
13757656 25
13757657 25
13757658 25
13757659 70
13757660 70
13757661 70
13757662 87
13757663 87
13757664 87
13757665 87
13757666 25
13757667 25
13757684 67
13757692 87
13757696 25
13757697 97
13757698 25
13757700 14
13757711 67
13757723 87
13757726 97
13757729 67
13757733 19
13757739 87
13757740 19
13757742 19
13757745 87
13757746 67
13757753 75
13757754 87
13757755 67
13757756 87
13757757 87
13757758 67
13757813 67
13758892 12
13762891 26
13765685 11
13766232 28
13767580 36
13767749 36
13767764 18
13767821 80
13767829 45
13767844 31
13767868 99
13767956 18
13768299 14
13768548 8
13768571 41
13769732 87
13769733 67
13769734 67
13769735 67
13769736 87
13769737 87
13769738 14
13769739 14
13769740 14
13769741 25
13769742 25
13769743 25
13769744 30
13769745 30
13769746 30
13769747 47
13769748 30
13769749 31
13769750 47
13769751 19
13769752 28
13769753 6
13769754 6
13769755 6
13769756 19
13769757 47
13769758 47
13769759 47
13769760 8
13769761 28
13769762 19
13769763 19
13769764 19
13769765 19
13769766 19
13769767 19
13769768 35
13769769 47
13769770 47
13769771 6
13769772 6
13769773 6
13769774 47
13769775 23
13769776 28
13769777 5
13769778 47
13769779 47
13769780 28
13769781 28
13769782 47
13770991 25
13770992 94
13770993 87
13771108 75
13771109 107
13771266 94
13775958 23
13781747 6
13781764 56
13781765 6
13781766 109
13781767 40
13781768 109
13781769 19
13781770 19
13781771 74
13781772 6
13781773 47
13781774 47
13781818 58
13781819 58
13781872 36
13782045 6
13782046 47
13782047 78
13782048 28
13782079 50
13782081 10
13782082 57
13782083 41
13782102 5
13782103 26
13782104 5
13782105 5
13782580 3
13782581 3
13782582 3
13782583 3
13783282 55
13783283 47
13785467 41
13785470 14
13785762 7
13785763 7
13787731 33
13787732 20
13787733 75
13787734 28
13787782 87
13787783 70
13787784 25
13787785 8
13787786 87
13787787 97
13790041 72
13790049 109
13797972 96
13798433 90
13806132 14
13807235 28
13809668 26
13812596 50
13812598 97
13816509 5
13816510 46
13816511 46
13816512 46
13816513 49
13816514 49
13818030 57
13818055 23
13818056 41
13818057 23
13818093 7
13818106 8
13818107 8
13818108 8
13818109 8
13818131 6
13818137 47
13818181 72
13818182 4
13818206 7
13818219 72
13818235 8
13818251 4
13818252 4
13818253 4
13818281 72
13818287 23
13818295 5
13818296 5
13818297 5
13818298 5
13818299 7
13818300 7
13818301 5
13818302 5
13818303 8
13818304 8
13818305 8
13818307 97
13818309 17
13818310 90
13818311 9
13818312 1
13818313 35
13818314 1
13818315 28
13818316 19
13818353 9
13818354 9
13818384 11
13822860 79
13822861 55
13822862 55
13822863 55
13822864 100
13822982 17
13823027 2
13823031 87
13823849 85
13823850 24
13823851 85
13823852 85
13825052 101
13825102 101
13825112 5
13825191 101
13825203 101
13825204 5
13825773 23
13827352 49
13827361 40
13827641 14
13828866 24
13828868 6
13828870 69
13828871 95
13828872 11
13828873 46
13828874 69
13828875 67
13828876 23
13828877 23
13828879 3
13828882 36
13828884 17
13828885 33
13828886 23
13828890 99
13828891 14
13828895 14
13828897 67
13828898 95
13828899 58
13828901 23
13828902 70
13828904 63
13828905 23
13828909 28
13828911 55
13828912 74
13828915 49
13828916 26
13829088 28
13829091 35
13829093 1
13829094 35
13829095 115
13829096 106
13829097 87
13829098 100
13829099 75
13829101 67
13829102 67
13829106 33
13829107 33
13834139 99
13835214 79
13836827 14
13836830 28
13836895 87
13838530 74
13838531 28
13839185 26
13839186 26
13839187 26
13839188 109
13839189 109
13839190 109
13839617 97
13839618 104
13840214 108
13840215 108
13843850 103
13843852 87
13843988 6
13845558 88
13846011 26
13846205 5
13848528 41
13848575 23
13848579 14
13848583 97
13848626 25
13848630 87
13848751 28
13848752 7
13848759 41
13848771 23
13848786 10
13848800 24
13848804 41
13848822 99
13848831 13
13848843 24
13848864 35
13848939 117
13848957 28
13849035 74
13849124 47
13849131 97
13849442 84
13849462 68
13849467 35
13849482 18
13849534 67
13849535 22
13849537 9
13849538 9
13849539 9
13849540 9
13849542 97
13849543 110
13849545 14
13849546 24
13849547 24
13849548 80
13849549 67
13849550 9
13849551 9
13849552 9
13849553 9
13849554 111
13849555 17
13849556 87
13849557 28
13849558 91
13849559 5
13849560 5
13849562 67
13852287 67
13852297 17
13854318 47
13857964 17
13857965 23
13857966 23
13857967 99
13857976 90
13857977 26
13857978 26
13857979 26
13857980 25
13857981 25
13857982 25
13857983 25
13857984 24
13857985 24
13857986 24
13857987 24
13857988 26
13857989 26
13857990 26
13857991 26
13858013 28
13858072 19
13858073 31
13858074 85
13858075 24
13858076 85
13858077 85
13858305 28
13860643 6
13862296 97
13866325 47
13870266 78
13870296 19
13870402 101
13870407 7
13870410 87
13870865 85
13870889 14
13870890 41
13870892 14
13870893 19
13873109 97
13873110 6
13873111 47
13873112 41
13873113 97
13873142 87
13873189 41
13873241 67
13873242 41
13873243 25
13873275 57
13873279 47
13873356 8
13873554 47
13873654 19
13873709 68
13873737 70
13873738 70
13873739 70
13873757 41
13873758 68
13873759 71
13873760 94
13873761 71
13873806 47
13873858 49
13873999 46
13874000 5
13874001 46
13874002 46
13874003 46
13874004 46
13874005 49
13874006 49
13874007 71
13874008 43
13874009 43
13874010 48
13874011 48
13874012 49
13874013 49
13874015 62
13874016 38
13874017 38
13874018 45
13874019 45
13874020 41
13874021 41
13874022 41
13874023 36
13874024 36
13874025 36
13874026 36
13874028 23
13874056 120
13874148 87
13874541 47
13874704 50
13874705 40
13874707 52
13874709 49
13874710 46
13874711 47
13874724 23
13874783 23
13876215 41
13876250 47
13876259 41
13876338 67
13876446 23
13876447 23
13878966 97
13879990 4
13880034 2
13880222 23
13880232 23
13880426 57
13882342 41
13882343 41
13882420 47
13882421 47
13882422 47
13882423 47
13882531 47
13882552 60
13882559 47
13882560 47
13882561 47
13882562 47
13882563 47
13882564 47
13882565 47
13882579 60
13882580 47
13882584 47
13882594 47
13883733 7
13883798 18
13883799 19
13883801 68
13883804 101
13883820 110
13883825 67
13883829 1
13883832 81
13883835 18
13884314 67
13884315 67
13884316 18
13884317 18
13884318 18
13884319 1
13884337 92
13884473 20
13884555 7
13884556 87
13884557 8
13884558 18
13884559 111
13884560 24
13884561 18
13884703 19
13884704 19
13884705 19
13884706 19
13884747 75
13884748 75
13884749 71
13884750 71
13884751 71
13884817 110
13884866 29
13884867 29
13884868 29
13884869 29
13884870 25
13884871 25
13884872 25
13884873 25
13884874 89
13884875 89
13884876 89
13884877 89
13884900 19
13884901 19
13885031 110
13885035 17
13885038 55
13885039 55
13885040 55
13885041 108
13885042 108
13885043 108
13885044 7
13885045 7
13885046 7
13885047 8
13885048 8
13885049 87
13885050 87
13885051 87
13885052 7
13885053 7
13885054 7
13885055 87
13885056 100
13885057 100
13885058 100
13885059 87
13885060 87
13885061 26
13885062 26
13885063 26
13885064 115
13885065 115
13885066 75
13885067 75
13885081 14
13885082 19
13885083 30
13885084 31
13885085 24
13885086 14
13885087 24
13885088 23
13885089 85
13885090 8
13885201 55
13885202 55
13885205 81
13885206 81
13885207 71
13885208 71
13885209 81
13885210 88
13885211 71
13885212 88
13885213 72
13885214 88
13885215 81
13885216 81
13885217 72
13885218 81
13885219 72
13885220 87
13885221 7
13885351 25
13885352 25
13885359 23
13885582 35
13885641 91
13885654 67
13885659 1
13885673 20
13885674 20
13885675 20
13885676 20
13885677 10
13885678 10
13885679 10
13885680 10
13885681 9
13885682 9
13885683 9
13885684 9
13885685 13
13885686 13
13885687 13
13885688 13
13885689 89
13885690 89
13885691 89
13885692 89
13885693 92
13885694 92
13885695 92
13885696 92
13885697 10
13885698 10
13885699 10
13885700 10
13885701 29
13885702 29
13885703 29
13885704 9
13885705 9
13885706 9
13885707 9
13885725 4
13885726 4
13885727 4
13885736 87
13885751 13
13885752 13
13885753 10
13885754 10
13885755 10
13885756 10
13885758 35
13885759 35
13885760 35
13885761 35
13885762 13
13885763 13
13885764 13
13885765 29
13885766 9
13885767 9
13885768 9
13885769 9
13885770 35
13885771 35
13885772 35
13885773 35
13885774 35
13885775 35
13885776 35
13885777 35
13885778 35
13885779 35
13885780 35
13885781 35
13885855 71
13885856 71
13885857 71
13885858 71
13885859 71
13885860 25
13885861 25
13885862 25
13885863 25
13885864 26
13885865 68
13885866 68
13885867 68
13885869 97
13885873 30
13885875 42
13885876 96
13885882 89
13888984 20
13889295 69
13889296 69
13889297 69
13889298 55
13889299 55
13889300 55
13889301 69
13889302 69
13889303 69
13889304 58
13889305 58
13889306 58
13889307 95
13889308 95
13889309 95
13889312 79
13889313 79
13889314 79
13890229 24
13890230 87
13890231 50
13890232 59
13890233 16
13890234 24
13890235 86
13890236 66
13890237 97
13890238 25
13890239 97
13890240 97
13890241 24
13890244 24
13890245 25
13890247 24
13890272 28
13890273 28
13890274 14
13890275 26
13890306 18
13890307 19
13890308 25
13890309 30
13890313 24
13890314 18
13890316 80
13890317 28
13890322 25
13890323 8
13890325 84
13890326 8
13890329 8
13890330 23
13890335 68
13890336 67
13890337 95
13895194 49
13903758 58
13903763 5
13903766 7
13903767 7
13903768 87
13904025 68
13904026 68
13904027 68
13904028 68
13904407 44
13904408 68
13904409 68
13904410 68
13904411 68
13904412 68
13904413 68
13904414 68
13904415 68
13907036 8
13908026 55
13911559 67
13911560 67
13911561 67
13911562 109
13911563 109
13911564 109
13911565 89
13911566 89
13911567 89
13911753 114
13911754 114
13911755 114
13911759 103
13911760 103
13911761 103
13911762 68
13911763 68
13911764 68
13911765 87
13911792 75
13911793 75
13911794 17
13911795 72
13911910 17
13911911 17
13911912 17
13911913 87
13911914 87
13911973 11
13911974 11
13911975 11
13911976 11
13915917 25
13915918 67
13915919 67
13915920 67
13915921 9
13915922 19
13915923 19
13915924 19
13915925 19
13915940 25
13915941 25
13915942 25
13915943 25
13915947 25
13915948 67
13915949 67
13915950 67
13915951 18
13915952 18
13915953 18
13915954 18
13917211 96
13923368 23
13923389 47
13923390 97
13923391 41
13931155 97
13931156 1
13931975 67
13931976 67
13931977 67
13931978 67
13931979 67
13931980 67
13931987 9
13931988 9
13931989 9
13931990 9
13931991 20
13931992 20
13931993 20
13931994 20
13931995 13
13931996 13
13931997 13
13931998 13
13931999 5
13932048 97
13932052 23
13932057 23
13932061 23
13932069 47
13932094 41
13932096 28
13932103 26
13932131 31
13932132 31
13932133 31
13932134 31
13932135 31
13932136 31
13932137 5
13932138 5
13932139 5
13932140 5
13932141 5
13932142 5
13932143 5
13932144 5
13932145 5
13932146 5
13932147 5
13932148 5
13932211 97
13932212 41
13932213 58
13932214 19
13932215 41
13932216 14
13932217 61
13932218 71
13932219 67
13932220 67
13932234 33
13932235 33
13932236 33
13932237 33
13932238 33
13932239 33
13932240 33
13932241 33
13932242 33
13932243 28
13932244 28
13932245 72
13932246 72
13932247 72
13932248 17
13932249 17
13932250 17
13932251 5
13932252 5
13932253 5
13932254 5
13932255 5
13932256 5
13932257 5
13932258 5
13932259 17
13932260 17
13932261 17
13932262 87
13932263 87
13932264 87
13932265 72
13932266 72
13932267 72
13932268 109
13932269 109
13932270 109
13932271 87
13932272 87
13932273 87
13932274 72
13932275 72
13932276 72
13932277 101
13932278 101
13932279 101
13932280 93
13932281 93
13932282 93
13932283 81
13932284 81
13932285 81
13932286 97
13932287 97
13932288 97
13932289 87
13932290 87
13932291 87
13932334 97
13932335 97
13932336 97
13932337 97
13932339 26
13932340 26
13932341 26
13932342 87
13932343 87
13932344 78
13932345 78
13932346 78
13932347 11
13932348 11
13932349 11
13932350 11
13932351 11
13932365 69
13932366 69
13932367 69
13932372 14
13932376 6
13932381 47
13932382 47
13932383 47
13932387 67
13932388 6
13932391 25
13932396 41
13932401 97
13932407 28
13932410 47
13932418 47
13932426 28
13932432 26
13932437 26
13932440 109
13932441 109
13932442 109
13932443 87
13932444 87
13932445 87
13932446 87
13932447 75
13932448 75
13932449 75
13932450 67
13932451 67
13932452 67
13932453 67
13932457 28
13932458 28
13932459 28
13932460 28
13932461 75
13932462 58
13932463 120
13932464 90
13932465 25
13932466 23
13932467 116
13932468 14
13932469 14
13932470 18
13932471 17
13932472 17
13932473 17
13932474 17
13932475 78
13932476 78
13932521 68
13932522 68
13932523 68
13932524 68
13932525 68
13932526 68
13932527 120
13932528 75
13932529 114
13932530 26
13932531 114
13932532 68
13932533 68
13932534 68
13932535 26
13932536 26
13932537 78
13932538 78
13932539 78
13932540 97
13932541 97
13932542 100
13932543 100
13932544 75
13932545 75
13932546 75
13932547 75
13932548 66
13932549 66
13932550 66
13932551 0
13932552 0
13932553 29
13932554 76
13932555 29
13932556 29
13932557 20
13932558 20
13932559 20
13932560 20
13932561 87
13932562 87
13932563 87
13932564 99
13932565 99
13932566 99
13932593 26
13932594 26
13932595 26
13932596 26
13932597 102
13932598 102
13932599 102
13932658 23
13932659 99
13932660 72
13932661 72
13932662 72
13932663 72
13932664 72
13932665 72
13932666 81
13932667 81
13932668 81
13932669 87
13932670 87
13932671 87
13932672 99
13932673 99
13932674 99
13932675 82
13932676 82
13932677 82
13932678 110
13932679 110
13932680 110
13932681 97
13932682 97
13932683 97
13932684 35
13932685 13
13932686 13
13932687 13
13932688 13
13932689 9
13932690 9
13932691 9
13932692 9
13932693 16
13932694 16
13932695 16
13932696 16
13932697 20
13932698 20
13932699 20
13932700 20
13932701 20
13932702 20
13932703 20
13932704 20
13932705 13
13932706 10
13932707 10
13932708 10
13932709 10
13932786 98
13932787 98
13932788 98
13932789 98
13932790 98
13932791 98
13932792 47
13932793 47
13932794 47
13932795 47
13932796 47
13932797 47
13932798 26
13932799 26
13932800 26
13932801 26
13932802 26
13932803 26
13932804 26
13932805 26
13932806 26
13932807 26
13932808 26
13932809 26
13932810 60
13932811 60
13932812 60
13932813 60
13932814 60
13932815 60
13932816 98
13932817 98
13932818 98
13932819 98
13932820 98
13932821 98
13932822 13
13932823 13
13932824 13
13932825 13
13932826 13
13932827 13
13932828 13
13932829 13
13932843 88
13932844 88
13932845 88
13932846 88
13932853 67
13932854 20
13932855 20
13932856 20
13932857 20
13932858 11
13932859 11
13932860 11
13932861 11
13932862 67
13932863 67
13932864 67
13932865 67
13932866 25
13932867 25
13932868 25
13932869 87
13932870 87
13932871 87
13932872 87
13932873 25
13932874 25
13932875 25
13932876 25
13932877 35
13932878 35
13932879 35
13932880 35
13932881 20
13932882 20
13932883 20
13932884 20
13932885 35
13932886 35
13932887 35
13932888 24
13932889 25
13932890 14
13932891 14
13932892 120
13932893 120
13932894 67
13932895 67
13932896 67
13932897 67
13932927 57
13932928 57
13932929 57
13932930 57
13932931 57
13932932 57
13932933 117
13932934 117
13932935 117
13932936 117
13932937 117
13932938 87
13932939 87
13932968 67
13932969 67
13932970 67
13932972 28
13932973 16
13932974 72
13932995 89
13932996 89
13932997 89
13932998 89
13932999 16
13933000 16
13933001 16
13933002 16
13933003 29
13933004 29
13933005 29
13933006 29
13933007 16
13933008 16
13933009 16
13933010 16
13933011 105
13933012 105
13933013 105
13933014 105
13933015 80
13933016 80
13933017 80
13933018 80
13933020 9
13933021 9
13933022 9
13933023 9
13933024 76
13933025 76
13933026 76
13933027 76
13933028 20
13933029 20
13933030 20
13933031 20
13933032 80
13933033 80
13933034 80
13933035 80
13933036 17
13933037 17
13933038 17
13933039 17
13933051 87
13933052 87
13933053 87
13933054 99
13933055 85
13933056 81
13933057 97
13933058 81
13933059 104
13933060 104
13933061 104
13933062 88
13933063 88
13933064 88
13933065 88
13933066 102
13933067 102
13933068 97
13933069 102
13933071 90
13933072 78
13933073 78
13933074 55
13933075 84
13933076 84
13933077 84
13933078 55
13933079 55
13933080 55
13933081 25
13933082 25
13933083 25
13933084 25
13933085 25
13933086 23
13933087 23
13933088 23
13933089 28
13933090 28
13933091 28
13933092 28
13933093 41
13933094 13
13933095 13
13933096 13
13933097 13
13933098 13
13933099 13
13933100 13
13933101 13
13933103 97
13933105 41
13933106 41
13933108 16
13933109 41
13933111 97
13933112 47
13933115 46
13933116 46
13933117 49
13933118 49
13933119 52
13933120 52
13933143 46
13933144 46
13933145 45
13933146 45
13933147 50
13933148 50
13933149 40
13933150 40
13933151 67
13933152 114
13933153 114
13933154 71
13933155 73
13933156 73
13933157 73
13933158 73
13933159 17
13933160 17
13933161 17
13933162 41
13933163 97
13933164 97
13933165 97
13933166 97
13933168 41
13933169 97
13933170 41
13933172 97
13933173 41
13933174 16
13933175 97
13933176 41
13933177 66
13933178 97
13933179 97
13933181 97
13933182 41
13933183 97
13933184 97
13933185 41
13933186 97
13933187 6
13933188 47
13933189 97
13933192 7
13933193 7
13933194 7
13933195 35
13933196 16
13933197 35
13933198 35
13933199 35
13933200 35
13933201 35
13933202 35
13933203 35
13933204 35
13933205 35
13933206 35
13933207 35
13933208 35
13933209 35
13933210 35
13933211 35
13933212 35
13933213 35
13933214 35
13933215 35
13933216 35
13933220 91
13933221 45
13933222 45
13933223 95
13933224 95
13933225 95
13933226 69
13933227 69
13933228 69
13933306 25
13933314 25
13933315 25
13933316 25
13933317 25
13933318 25
13933319 25
13933332 6
13933333 97
13933334 19
13933336 84
13933337 97
13933338 97
13933339 97
13933340 97
13933342 47
13933343 11
13933344 11
13933345 11
13933346 11
13933347 27
13933348 27
13933349 27
13933350 27
13933351 7
13933352 7
13933353 7
13933354 27
13933355 27
13933356 27
13933357 27
13933418 67
13933419 67
13933420 67
13933421 25
13933422 25
13933423 25
13933424 14
13933425 14
13933426 14
13933427 19
13933428 19
13933429 24
13933430 24
13933431 24
13933432 80
13933433 80
13933434 80
13933435 80
13933436 68
13933437 68
13933438 68
13933439 97
13933440 97
13933441 97
13933442 26
13933443 26
13933470 77
13933471 77
13933472 67
13933473 17
13933474 17
13933475 17
13933476 17
13933477 20
13933478 20
13933479 20
13933480 20
13933481 11
13933482 11
13933483 11
13933484 11
13933485 30
13933486 30
13933487 30
13933488 30
13933489 32
13933490 32
13933491 32
13933492 32
13933493 41
13933494 41
13933495 41
13933496 41
13933497 41
13933498 41
13933499 41
13933500 41
13933501 41
13933502 41
13933503 41
13933504 41
13933505 41
13933506 41
13933511 1
13933512 1
13933513 1
13933514 1
13933515 1
13933516 1
13933517 1
13933518 1
13933519 1
13933520 1
13933521 1
13933522 1
13933523 1
13933524 1
13933525 1
13933526 1
13933527 1
13933528 1
13933529 1
13933530 1
13933531 1
13933532 1
13933533 1
13933534 1
13933535 1
13933536 1
13933537 1
13933538 1
13933539 1
13933540 1
13933541 1
13933542 1
13933543 1
13933544 93
13933545 17
13933546 17
13933547 17
13933548 78
13933549 78
13933550 78
13933556 73
13933557 73
13933558 73
13933559 73
13933560 25
13933561 25
13933562 28
13933563 41
13933564 26
13933565 26
13933566 58
13933567 28
13933568 71
13933569 85
13933570 58
13933571 28
13933572 28
13933573 28
13933574 28
13933575 28
13933576 26
13933577 28
13933578 28
13933579 28
13933580 31
13933581 71
13933582 28
13933583 28
13933584 19
13933585 28
13933586 28
13933587 28
13933588 28
13933589 28
13933590 28
13933607 96
13933628 57
13933629 57
13933630 57
13933631 57
13933632 57
13933633 57
13933634 57
13933635 57
13933636 57
13933637 57
13933638 57
13933639 57
13933640 57
13933641 57
13933642 57
13933643 57
13933644 57
13933645 90
13933646 90
13933647 55
13933648 69
13933649 69
13933650 69
13933651 41
13933652 26
13933653 23
13933654 26
13933655 23
13933656 23
13933657 25
13933658 28
13933659 24
13933660 24
13933661 24
13933662 24
13933663 26
13933664 26
13933665 23
13933666 99
13933703 8
13933704 14
13933705 14
13933706 14
13933707 18
13933708 97
13933709 116
13933710 93
13933711 17
13933712 17
13933713 17
13933714 78
13940577 17
13940578 28
13940579 23
13940622 28
13940623 17
13940641 14
13940642 28
13940695 14
13944875 47
13944876 47
13944877 23
13945539 72
13945562 20
13945563 87
13945564 3
13945579 26
13946627 11
13946697 35
13950311 47
13951040 49
13951086 78
13951087 78
13951088 78
13951249 46
13951250 46
13951266 17
13951267 17
13951285 67
13951286 67
13951287 67
13951299 72
13951300 72
13951301 72
13951302 72
13951303 8
13951304 8
13951305 8
13951306 8
13951307 72
13951308 72
13951309 78
13951313 19
13951314 19
13951315 19
13951316 23
13951317 28
13951318 25
13951319 25
13951320 23
13951321 28
13951347 17
13951348 17
13951360 72
13951361 72
13951362 72
13951472 44
13951473 44
13951474 52
13951475 52
13951476 42
13951477 43
13951524 49
13952620 1
13953516 71
13953597 72
13953598 2
13953599 17
13953600 17
13953601 17
13953602 72
13953603 72
13958339 41
13958375 41
13958376 41
13958377 41
13958378 41
13958379 41
13958380 41
13958381 41
13958382 41
13958383 41
13958385 41
13968970 1
13968971 1
13968972 7
13968973 7
13968974 7
13968975 7
13968976 7
13968977 7
13968978 7
13968979 7
13968980 7
13968981 7
13969016 28
13969017 68
13969018 5
13969019 109
13969255 5
13970006 24
13970036 93
13970040 25
13970041 25
13970044 25
13970045 67
13970046 67
13970050 47
13970052 111
13970054 47
13970057 47
13970094 28
13970095 99
13970096 67
13970097 104
13970099 102
13970101 19
13970102 103
13970104 110
13970105 25
13970106 101
13970107 75
13970108 67
13970109 23
13970110 115
13970111 72
13970112 107
13970113 67
13970114 67
13970115 120
13970116 74
13970117 67
13970118 109
13970119 116
13970120 117
13970121 99
13970122 91
13970123 1
13970124 85
13973121 67
13974954 68
13974957 41
13974962 19
13975546 47
13975618 87
13975810 87
13976007 41
13976035 10
13976222 102
13976973 116
13977149 74
13977182 68
13977232 28
13977233 116
13977258 116
13977278 12
13977303 104
13977383 74
13977412 107
13977481 3
13977530 88
13977555 114
13977596 97
13977606 117
13977809 116
13978072 22
13978074 116
13978116 41
13979954 3
13983905 4
13983920 17
13984251 1
13984263 91
13984300 7
13984372 91
13984373 1
13984497 75
13984499 87
13984537 87
13984543 87
13984545 87
13984680 18
13984686 41
13985185 5
13988028 8
13988029 8
13988030 8
13988118 74
14000946 68
14000948 30
14000960 90
14000961 98
14000962 28
14000963 99
14000964 99
14000965 99
14001282 0
14001435 57
14001444 23
14001449 5
14001460 87
14001461 69
14001475 57
14001486 11
14002311 57
14002325 14
14002332 5
14002681 87
14002848 69
14008123 8
14008126 97
14008127 12
14011155 55
14011243 23
14011247 28
14015127 14
14015129 26
14015130 47
14015145 25
14015921 85
14017589 97
14017590 97
14017591 97
14017593 82
14017594 25
14017595 25
14017623 49
14017624 74
14017662 99
14017664 41
14017665 41
14017666 41
14017667 41
14017668 41
14017669 41
14017708 2
14017717 41
14018374 28
14018765 49
14018766 17
14018796 17
14018797 99
14026103 12
14026104 14
14026813 55
14027402 67
14031297 19
14031964 23
14032050 72
14032056 4
14032057 75
14032058 75
14032067 85
14032068 97
14032100 23
14032101 28
14032118 71
14032137 1
14032138 97
14032144 91
14032159 72
14032171 78
14032175 1
14032180 1
14032184 114
14032185 72
14032210 72
14032214 41
14032223 1
14034638 14
14037632 47
14037633 28
14037715 28
14037716 28
14038249 87
14038804 1
14039846 110
14039847 87
14039860 102
14039861 99
14039862 25
14039884 31
14039887 19
14040285 17
14043013 41
14043018 67
14043360 8
14043361 5
14043363 41
14043364 57
14043366 18
14045473 99
14045474 99
14048518 6
14048526 41
14048527 41
14048528 41
14048529 41
14048530 58
14048531 58
14048532 58
14048533 58
14048534 58
14048535 55
14048691 36
14048692 36
14048693 41
14048694 41
14048695 41
14048696 41
14048697 41
14048698 41
14048699 36
14048700 36
14048701 36
14048702 36
14048703 36
14048704 36
14048705 45
14048706 45
14048707 45
14048708 45
14048709 45
14048710 45
14051330 97
14058660 36
14060930 23
14064366 25
14064380 28
14066130 24
14066430 14
14074290 41
14074356 71
14074357 71
14074358 103
14074359 103
14075487 47
14075908 40
14076169 41
14076170 41
14076171 41
14076172 41
14076173 41
14076174 41
14076175 41
14076176 41
14076568 13
14076569 41
14076905 109
14076906 71
14076938 41
14083618 41
14083637 16
14083638 67
14083655 47
14083662 83
14083696 69
14083701 16
14083762 69
14083770 67
14083782 67
14083786 67
14083798 67
14083800 96
14083807 96
14083808 17
14083810 29
14083820 41
14083920 2
14083947 35
14083949 79
14083972 67
14083974 96
14084000 16
14084014 105
14084109 41
14084155 11
14084158 97
14084217 117
14084259 97
14084274 16
14084278 117
14084299 41
14084314 117
14084329 89
14084369 80
14084379 69
14084389 16
14084392 17
14084406 66
14084416 0
14084428 89
14084457 96
14084464 17
14084494 12
14084525 29
14084572 8
14084604 1
14084615 18
14084770 71
14084779 68
14084800 110
14084801 74
14084802 103
14084803 87
14084812 72
14085516 5
14086294 25
14086343 26
14086345 26
14093608 67
14093674 8
14093722 67
14093779 8
14093816 18
14093906 67
14093956 28
14094057 18
14094105 8
14094432 18
14094788 19
14094805 14
14097043 112
14097171 87
14097181 25
14097191 22
14097258 14
14097324 81
14097326 66
14097393 45
14097484 28
14097616 79
14097621 96
14097625 8
14097634 80
14097643 67
14097671 25
14097677 67
14100248 75
14100249 24
14103169 51
14103170 56
14103171 45
14103172 39
14103173 28
14103174 45
14103175 45
14103176 65
14103178 53
14103179 45
14103180 45
14103181 44
14103182 59
14103183 40
14103184 49
14103185 49
14103186 44
14103187 42
14103206 49
14103207 45
14103208 52
14103209 56
14103210 45
14103213 53
14103214 45
14103215 40
14103216 42
14103217 44
14103218 44
14103219 53
14103251 49
14103252 40
14103253 65
14103254 44
14103255 39
14103256 39
14103257 65
14103258 53
14103259 39
14103260 59
14103261 49
14103262 40
14103263 49
14103264 53
14103265 50
14103266 54
14103267 39
14103268 53
14103269 56
14103270 42
14103271 59
14103272 45
14103273 45
14103275 50
14103276 45
14103277 65
14103278 45
14103279 49
14103280 59
14103281 50
14103282 50
14103285 44
14103286 49
14103295 54
14103296 45
14103308 44
14103309 44
14103310 54
14103314 53
14103315 45
14103316 44
14103330 49
14103331 56
14103332 49
14103333 49
14103334 40
14103340 53
14103350 51
14103351 51
14103352 40
14103353 40
14103354 56
14103355 45
14103363 65
14103364 59
14103571 35
14110974 69
14110975 69
14110976 69
14111189 57
14111190 40
14111191 40
14111192 40
14113491 109
14120446 41
14120579 70
14120655 75
14120859 41
14120916 41
14120939 33
14120957 17
14120974 12
14121014 17
14125000 20
14125016 55
14125017 55
14125018 95
14125019 90
14125020 84
14125021 55
14125022 55
14125023 90
14125024 55
14141510 24
14141511 93
14141512 87
14141513 24
14141515 14
14141517 71
14141519 17
14141520 117
14141521 99
14141522 25
14141523 71
14141524 117
14141525 17
14142016 72
14143224 14
14143225 97
14143226 85
14143720 66
14143721 66
14143722 66
14143723 66
14145270 109
14149207 5
14152994 23
14154968 36
14166887 41
14166986 23
14167094 4
14167642 24
14168466 87
14174176 14
14174197 97
14174199 28
14174233 35
14174280 36
14174432 116
14174447 23
14174448 28
14174449 22
14174450 67
14178960 67
14178961 67
14178962 68
14178963 67
14178972 67
14178973 41
14178974 26
14178975 26
14178976 24
14181147 96
14183123 91
14183468 23
14184623 14
14184791 98
14187485 80
14187502 19
14188405 19
14188552 24
14188622 80
14188729 24
14193721 28
14193722 28
14193922 67
14193928 97
14193929 67
14194079 1
14194090 28
14194091 78
14194104 87
14201206 57
14211472 41
14211473 41
14211474 41
14211475 49
14211476 5
14211477 5
14211478 11
14211479 11
14211480 11
14211481 29
14211482 29
14211483 29
14211484 29
14211485 20
14211486 20
14211487 20
14211488 20
14211489 15
14211490 15
14211491 15
14211492 80
14211493 20
14211494 20
14211495 20
14211496 20
14211497 12
14211498 12
14211499 12
14211500 12
14211501 28
14211502 28
14211503 28
14211504 28
14211505 28
14211506 28
14211507 28
14211508 28
14211509 28
14211510 28
14211511 28
14211512 28
14211513 28
14211514 28
14211515 28
